num_doc,wiki_text,viki_text
1056,"Climate The climate of Greece is primarily Mediterranean, featuring mild, wet winters and hot, dry summers.","The climate of Greece can be categorized into three types: the Mediterranean, the Alpine and the Temperate."
1056,"Greece became the tenth member of the European Communities (subsequently subsumed by the European Union) on 1 January 1981, ushering in a period of sustained growth.","Greece became the tenth member of the European Union on January 1, 1981."
1056,Languages The first textual evidence of the Greek language dates back to 15th century BC and the Linear B script which is associated with the Mycenaean Civilization.,"Greek language has a history of almost 4,000 years."
1056,"Mount Olympus, the mythical abode of the Greek Gods, culminates at Mytikas peak , the highest in the country.","The highest mountain in Greece is Olympus, the mythical house of the ancient Greek gods."
1056,"The Greek government-debt crisis, and subsequent austerity policies, have resulted in protests and social strife.",At the moment Greece is facing big economic and social problems.
1056,Western Greece contains a number of lakes and wetlands and is dominated by the Pindus mountain range.,Western Greece contains a number of lakes and wetlands.
1058,"Another 12,000 Sammarinese live abroad (5,700 in Italy, 3,000 in the US, 1,900 in France and 1,600 in Argentina).","About 5,000 Sammarinese live in foreign countries, predominantly in Italy."
1058,Its capital is the City of San Marino and its largest settlement is Dogana in the municipality of Serravalle.,The capital city is the City of San Marino.
1058,"Many facilities such as bridges, tunnels, and stations remain visible today, and some have been converted to parks, public footpaths, or traffic routes. Culture The Three Towers of San Marino are located on the three peaks of Monte Titano in the capital.","Popular attractions include the Three Towers of San Marino, The Cathedral of San Marino and the state museum."
1058,"San Marino had the world's first democratically elected communist government - a coalition between the Sammarinese Communist Party and the Sammarinese Socialist Party, which held office between 1945 and 1957.",After World War II San Marino became the first country to be democratically ruled by a communist party.
1058,San Marino has the smallest population of any member of the Council of Europe.,San Marino is one of the smallest countries in the world.
1058,The primary language spoken is Italian; Romagnol is also widely spoken.,The language spoken is Italian. Emiliano-Romagnolo is widely spoken also.
1060,"In information theory, information is taken as an ordered sequence of symbols from an alphabet, say an input alphabet χ, and an output alphabet ϒ. Information processing consists of an input-output function that maps any input sequence from χ into an output sequence from ϒ. The mapping may be probabilistic or deterministic. It may have memory or be memoryless. As sensory input",Information is usually described as one or more statements or facts that are received by a human and that have some kind of importance to the person receiving the information.
1060,"Information relates also to knowledge, as knowledge signifies understanding of an abstract or concrete concept.",Information is facts or knowledge learned about a certain event or subject.
1061,"A monoplane has a single wing plane, a biplane has two stacked one above the other, a tandem wing has two placed one behind the other.","called monoplanes, older planes could have two sets of wings and were called biplanes."
1061,Airplanes have complex flight control systems.,Passenger airplanes are airplanes
1061,"Wings The wings of a fixed-wing aircraft are static planes extending either side of the aircraft. When the aircraft travels forwards, air flows over the wings, which are shaped to create lift.","An airplane (or aircraft) is a flying vehicle, that uses fixed wings and propulsion to fly."
1062,"Adult southern cassowaries are tall, although some females may reach , and weigh .","Adult Southern Cassowaries are between 1.5 m to 1.8 m tall. Some females may get as big as 2 m, and weigh about 70 kg."
1062,Cassowaries have three-toed feet with sharp claws.,Cassowaries have three toes on each foot. Each has a sharp claw.
1062,Feral pigs also are a significant threat to their survival.,"Animals such as wild pigs, dogs and cats, have become a big threat to the birds."
1062,It also has been speculated that the casques play a role in either sound reception or acoustic communication.,He thinks that the casques play a part in the way cassowaries hear sounds or the way that they make sounds.
1062,"The second toe, the inner one in the medial position, sports a dagger-like claw that may be long.","The middle toe has a claw like a dagger, which is 120 mm long."
1062,The southern cassowary is endangered in Queensland.,The Southern Cassowary is now listed as endangered in Australia.
1062,This claw is particularly fearsome since cassowaries sometimes kick humans and other animals with their enormously powerful legs.,"Because a cassowary can kick, this claw is very dangerous and can hurt or kill enemies."
1063,"Glucose is a monosaccharide with formula C6H12O6 or H- (C=O)- (CHOH)5-H, whose five hydroxyl (OH) groups are arranged in a specific way along its six-carbon back.","Glucose is a simple carbohydrate, or sugar."
1063,"Glucose is the human body's key source of energy, through aerobic respiration, providing about 3.75 kilocalories (16 kilojoules) of food energy per gram.",Having the right amount of glucose available in a person's body is important.
1063,Individuals with diabetes or other conditions that result in low blood sugar often carry small amounts of sugar in various forms.,They might have a health condition called diabetes.
1063,"Use of glucose as an energy source in cells is by either aerobic respiration, anaerobic respiration, or fermentation.","Turning glucose into energy is called cellular respiration, which is done inside the cells of a living organism."
1063,Values over 180 mg dl are termed hypoglycaemia.,This is a health condition called hypoglycemia.
1063,"When glucose is low, psychological processes requiring mental effort (e.g., self-control, effortful decision-making) are impaired.",People that do not have enough glucose have low blood sugar levels.
1066,"In July 2005, UNESCO inscribed the Old Bridge and its closest vicinity onto the World Heritage List.",The bridge and the old city whose two sides it joins are a UNESCO World Heritage Site.
1066,"The Old Bridge, built by the Ottomans in the 16th century, is one of Bosnia and Herzegovina's most visited landmarks, and is considered an exemplary piece of Islamic architecture in the Balkans. History Human settlements on the river Neretva, between the Hum Hill and the Velež Mountain, have existed since prehistory, as witnessed by discoveries of fortified enceintes and cemeteries. Evidence of Roman occupation was discovered beneath the present town.","View of the Old Town, with the Ottoman-era bridge over the Neretva River"
1067,"* Rock (geology), a naturally occurring solid aggregate of minerals or mineraloids",A rock is a naturally found solid material.
1069,"Although it is usually solitary, it sometimes eats with other devils and defecates in a communal location.",It may feed alone or with other devils in a particular location.
1069,"Devil facial tumour disease First seen in 1996 in Mount William in northeastern Tasmania, devil facial tumour disease (DFTD) has ravaged Tasmania's wild devils, and estimates of the impact range from 20% to as much as an 80% decline in the devil population, with over 65% of the state affected.",The Devil Facial Tumour Disease is now having a devastating effect on the Tasmanian devil population. The disease was first noticed in the north-east of Tasmania in the mid-1990s.
1069,"The Tasmanian devil (Sarcophilus harrisii) is a carnivorous marsupial of the family Dasyuridae. It was once native to mainland Australia and is now found in the wild only on the island state of Tasmania, including tiny east-coast Maria Island where there is a conservation project with disease-free animals.",The Tasmanian devil (scientific name : Sarcophilus harrisii) is an animal of the Australian island state of Tasmania. It is a marsupial.
1069,The priority is to ensure the survival of the Tasmanian devil in the wild.,Tasmanian devils are protected.
1070,"From the early third century onwards, this was the Cohors IV Gallorum equitata also known as the Fourth Cohort of Gauls.","From the early third century AD onwards, this was the Fourth Cohort of Gauls."
1070,"It had been presumed that this title was, by this time, purely nominal, with auxiliary troops being recruited locally, but an inscription found in a recent season of excavations suggests that native Gauls were still to be found in the regiment and that they liked to distinguish themselves from British soldiers.","An inscription found in recent excavations suggests that native Gauls were in the regiment, and that they liked to distinguish themselves from British soldiers."
1070,"The garrison consisted of infantry or cavalry auxilia, not components of Roman legions.","The garrison were auxiliaries, Roman infantry or cavalry units, not parts of Roman legions."
1071,"A gas mixture, such as air, contains a variety of pure gases.","In a gas mixture, the particles are from various types: several pure gases are mixed up together (e.g. the air)."
1071,"A pure gas may be made up of individual atoms (e.g. a noble gas like neon), elemental molecules made from one type of atom (e.g. oxygen), or compound molecules made from a variety of atoms (e.g. carbon dioxide).","In a pure gas, all the particles are the same. These may be either individual atoms (e.g. neon = Ne), molecules made from one type of atom (e.g. oxygen = O2), or molecules made of more than one type of atoms (e.g. carbon dioxide = CO2)."
1071,"As the density of a gas increases with rising pressure, the intermolecular forces play a more substantial role in gas behavior which results in the ideal gas law no longer providing ""reasonable"" results.","If the volume becomes bigger, then the gas expands: the space between gas particles increases so that the same quantity of gas still occupies the whole bigger volume."
1071,"Gas is one of the four fundamental states of matter (the others being solid, liquid, and plasma).","Gas is a state of matter, in which there is a lot of space between individual particles."
1071,"Since a gas fills any container in which it is placed, volume is an extensive property.",A given quantity of a certain gas occupies the volume made available to it.
1071,This separation usually makes a colorless gas invisible to the human observer.,This makes colorless gases invisible to humans.
1071,What distinguishes a gas from liquids and solids is the vast separation of the individual gas particles.,"Unlike in liquids and solids, particles in gases are separated with a vast amount of space."
1072,Around 185 million people live in the catchment area of the rivers discharging into the North Sea encompassing some highly industrialized areas.,"About 80 million people live near the North Sea, at most 150 km away from the coast."
1072,The North Sea has long been the site of important European shipping lanes as well as a major fishery.,The North Sea is a sea in northern Europe.
1072,"The North Sea is bounded by the Orkney Islands and east coast of Great Britain to the west and the northern and central European mainland to the east and south, including Norway, Denmark, Germany, the Netherlands, Belgium, and France.","The North Sea is between Norway and Denmark in the east, Scotland and England in the west, Germany, the Netherlands, Belgium and France in the south."
1072,The North Sea located on the continental shelf has different waves from those in deep ocean water.,Most of the North sea is on the European Continental shelf.
1074,Pythagoras of Samos () was an ancient Ionian Greek philosopher and the eponymous founder of Pythagoreanism.,Pythagoras Pythagoras was born on 570 BC in Samos (Greece) and he died on 495 BC.
1075,"The first version of iTunes, promotionally dubbed ""World’s Best and Easiest To Use Jukebox Software"", was announced on January 9, 2001.",It was then launched as iTunes 1.0 in 2001 by Apple.
1076,"Astronomy is one of the sciences to which amateurs can contribute the most. Collectively, amateur astronomers observe a variety of celestial objects and phenomena sometimes with equipment that they build themselves.",Astronomy is the branch of science which pertains to outer space.
1077,"Cod is also used as part of the common name for a number of other fish species, and some species suggested to belong to genus Gadus are not called cod (the Alaska pollock). The two most common species of cod are the Atlantic cod (Gadus morhua), which lives in the colder waters and deeper sea regions throughout the North Atlantic, and the Pacific cod (Gadus macrocephalus), found in both eastern and western regions of the northern Pacific. Gadus morhua was named by Linnaeus in 1758.",The Atlantic cod (scientific name : Gadus morhua) is a fish.
1078,"For more than a century, the small theropod dinosaur Archaeopteryx lithographica from the Late Jurassic period was considered to have been the earliest bird.",The first flying animals were small carnivorous dinosaurs of the Late Jurassic.
1078,"The evolution of birds began in the Jurassic Period, with the earliest birds derived from a clade of theropod dinosaurs named Paraves.",Evolution of birds Most animals (including humans) evolved from other older animals like apes and dinosaurs.
1079,"Acne can be a feature of rare genetic disorders such as Apert's syndrome. Severe acne may be associated with XYY syndrome. Hormones Hormonal activity, such as occurs during menstrual cycles and puberty, may contribute to the formation of acne.","For Acne to appear, three things come into play; The amount of Sebum (an oily substance) produced at the roots of the hair, bacteria and whether the hair follicle is blocked - if it is, the Sebum can't get out."
1079,"It is characterized by blackheads or whiteheads, pimples, oily skin, and possible scarring.",Acne is a skin problem which appears as pimples (spots) and blackheads.
1079,The scar is created by abnormal healing following this dermal inflammation.,"This condition leaves scars, it's very painful and disturbs the sufferer a great deal."
1080,"As of 2018, Fuerteventura has 113,275 inhabitants.","in Fuerteventura of Spain there were 107,367 inhabitants"
1080,"Fuerteventura () is one of the Canary Islands, in the Atlantic Ocean and is part of the North Africa region, politically part of Spain.","Fuerteventura (pronounced [fweɾteβentuɾa]) is a volcanic island, part of Spain, located in the Atlantic Ocean."
1080,"Fuerteventura, with its 3,000 sunshine hours a year, was placed firmly on the world stage as a major European holiday destination.","The real peculiarity of Fuerteventura is that the annual sunny hours, equal to about 3000 units, make it the sunniest in the world."
1080,"The island's name in English translates as ""strong fortune"" or ""strong wind"", the Spanish word for wind being .","Fuerteventura literally means ""fortune"" but is translated by some as ""Strong Wind""."
1081,"After Sherborne, Turing studied as an undergraduate from 1931 to 1934 at King's College, Cambridge, Unknown to the committee, the theorem had already been proven, in 1922, by Jarl Waldemar Lindeberg.","After Sherborne, Turing studied as an undergraduate from 1931 to 1934 at King’s College."
1081,Cyanide poisoning was established as the cause of death.,"There are few alternate theories about his death, but an autopsy established that the cause of his death was cyanide poisoning."
1081,"Despite this, Turing continued to show remarkable ability in the studies he loved, solving advanced problems in 1927 without having studied even elementary calculus.","Alan Turing show remarkable ability in the studies he loved, solving advanced problems in 1927."
1081,"However, both Julius and Ethel wanted their children to be brought up in Britain, so they moved to Maida Vale, London, where Alan Turing was born on 23 June 1912, as recorded by a blue plaque on the outside of the house of his birth, later the Colonnade Hotel. Turing had an elder brother, John (the father of Sir John Dermot Turing, 12th Baronet of the Turing baronets). Turing's father's civil service commission was still active and during Turing's childhood years Turing's parents travelled between Hastings in the United Kingdom and India, leaving their two sons to stay with a retired Army couple.","Alan Turing was born on June 23, 1912, in Maida Vale, in London."
1081,"The logo of Apple Inc. is often erroneously referred to as a tribute to Turing, with the bite mark a reference to his death.","It is said that this story influenced the choice of the logo of mark Apple Inc., the apple half-eaten, to pay a tribute to Alan Turing, but it is just a theory."
1081,"Turing played a pivotal role in cracking intercepted coded messages that enabled the Allies to defeat the Nazis in many crucial engagements, including the Battle of the Atlantic, and in so doing helped win the war. Due to the problems of counterfactual history, it's hard to estimate what effect Ultra intelligence had on the war, but at the upper end it has been estimated that this work shortened the war in Europe by more than two years and saved over 14 million lives. After the war, Turing worked at the National Physical Laboratory, where he designed the Automatic Computing Engine, which was one of the first designs for a stored-program computer.","Alan Mathison Turing was not a well-known figure during his lifetime, but today he is famous for being an eccentric yet passionate Britishmathematician, who conceived modern computing and played a crucial part in the Allied victory over Nazi Germany in World War 2."
1081,Turing was appointed an officer of the Order of the British Empire 1946.,Alan Turing was introduced into the Order of the British Empire for his work.
1083,A car (or automobile) is a wheeled motor vehicle used for transportation.,"A car (or automobile) is a vehicle with four wheels operating with the help of an engine (gasoline, electric, natural gas, etc.), used as ground transportation for people and goods."
1083,"Although several other German engineers (including Gottlieb Daimler, Wilhelm Maybach, and Siegfried Marcus) were working on the problem at about the same time, Karl Benz generally is acknowledged as the inventor of the modern car. The Studebaker Automobile Company, subsidiary of a long-established wagon and coach manufacturer, started to build cars in 1897 and commenced sales of electric vehicles in 1902 and gasoline vehicles in 1904.","The first commercial cars appeared at the start of the 1890s, with the Benz Patent-Motorwagen series (which would later become Mercedes-Benz), then came the first automobiles from Peugeot, Renault and many others."
1083,"It literally means ""self-propelled car"". The term ""horseless carriage"" was used by some to refer to the first cars at the time that they were being built, and is attested from 1895. The word ""automobile"" is a classical compound derived from the Ancient Greek word autós (αὐτός), meaning ""self"", and the Latin word mobilis, meaning ""movable"".","The name automobile means ""that which moves on its own"", in other words, originally, without the help of animals."
1084,"For most of its course, the river flows through the Amazon Rainforest, where there are very few roads and cities.","For most of its course, the river flows through tropical rainforest, there are very few roads and cities."
1084,"For most of the 18th-19th centuries and into the 20th century, the Marañón was generally considered the source of the Amazon.","Until the 1970s, it was thought that the Marañón River was the source of the Amazon."
1084,"Smaller ocean vessels of and draft can reach as far as Iquitos, Peru, from the sea.","Smaller ocean ships of 3,000 tons and 7.9 m (26 ft) draft can reach as far as Iquitos in Peru, 2,300 miles (3,700 km) from the sea."
1084,"Smaller riverboats can reach higher, as far as Achual Point.",Smaller riverboats can reach 780 km (486 mi) higher as far as Actual Point.
1084,"The Amazon River (, ; Spanish and ) in South America is the largest river by discharge volume of water in the world, and by some definitions it is the longest.",Amazon River This river is the biggest by the amount of water it carries.
1084,"The Amazon basin is the largest drainage basin in the world, with an area of approximately .",Amazon has the largest drainage basin in the world.
1084,"The main river is navigable for large ocean steamers to Manaus, upriver from the mouth.","Big ocean ships can get up the river until Manaus, which is almost 1500 kilometers from its mouth."
1085,"The name dachshund is of German origin and literally means ""badger dog,"" from Dachs (""European badger"") and Hund (""hound, dog"").","Its name is German, and means ""badger hound""."
1087,"Beginning 1936, the book was published by a commercial printing house, the Bobbs-Merrill Company.",The first commercial edition was published by the Bobbs-Merrill Company in 1936.
1087,"Joy of Cooking, often known as ""The Joy of Cooking"", is one of the United States' most-published cookbooks. It has been in print continuously since 1936 and has sold more than 18 million copies. It was published privately during 1931 by Irma S. Rombauer (1877-1962), a homemaker in St. Louis, Missouri, after her husband's suicide the previous year.","The Joy of Cooking The Joy of Cooking is a classic American cookbook by Irma S. Rombauer, a homemaker in Missouri struggling with the suicide of her husband. The cookbook was privately printed in 1931 by Rombauer."
1088,The 5th century is the time period from 401 to 500 Anno Domini (AD) or Common Era (CE) in the Julian calendar.,5th century The 5th century is the century from the years CE 401 to Ce 500.
1090,Along with the change in the performer's gender came a change in the emphasis of the performance: increased stress was placed on drama rather than dance.,Drama rather than dance was emphasized.
1090,"During the Genroku era, kabuki thrived.",Kabuki thrived through the next few centuries.
1090,Female performers played both men and women in comic playlets about ordinary life.,Kabuki was originally short comic plays performed by females.
1090,Male actors played both female and male characters.,Men began performing at this time.
1090,"The history of kabuki began in 1603 when Izumo no Okuni, possibly a miko of Izumo-taisha, began performing with a troupe of female dancers a new style of dance drama, on a makeshift stage in the dry bed of the Kamo River in Kyoto.",Kabuki dates from 1603 when Izumo no Okuni began performing a new style of dance drama in Kyoto.
1090,"Women's kabuki, called onna-kabuki, was banned in 1629 for being too erotic.",Women's kabuki was banned in 1629 for being indecent.
1091,"The opera was a mainstay of the Opéra-Comique in Paris, reaching its 1,000th performance there in 1919, its 1,500th in 1931 and 2,000th in 1952.",The opera was first performed at the Opéra-Comique in Paris on 19 January 1884.
1092,"But despite being denounced and menaced from all sides, Don Giovanni remains calm and escapes - for the moment.",Don Giovanni runs away.
1092,"Don Giovanni is immediately attracted to Zerlina, and he attempts to remove the jealous Masetto by offering to host a wedding celebration at his castle.",Don Giovanni takes an interest in a peasant girl named Zerlina.
1092,"Don Giovanni starts to flirt with her, but it turns out he is the former lover she is seeking.",She is looking for Don Giovanni.
1092,"Don Ottavio and Donna Anna enter, plotting vengeance on the still unknown murderer of Donna Anna's father.",Anna and Ottavio meet Don Giovanni.
1092,"Donna Anna, Don Ottavio, Donna Elvira, Zerlina, and Masetto arrive, searching for the villain.","Anna, Ottavio, Elvira, Zerlina, and Massetto come into the room with the police."
1092,"Donna Anna, returning with her fiancé, Don Ottavio, is horrified to see her father lying dead in a pool of his own blood.",Donna Anna and her fiancé Don Ottavio find the dead Commendatore.
1092,"He shoves Leporello forward, ordering him to tell Donna Elvira the truth about him, and then hurries away.",He enters the street with Leporello. He sees Elvira and leaves.
1092,"However, Don Giovanni remains cheerful and tells Leporello to organize a party and invite every girl he can find.",He orders Leporello to prepare a party.
1092,Leporello abandons Donna Elvira.,Leporello wants to get rid of Elvira.
1092,"Leporello makes several attempts to invite the statue to dinner but is too frightened to complete the invitation (Duet: ""O, statua gentilissima"" - ""Oh most noble statue"").",Giovanni orders Leporello to invite the statue to dinner.
1092,"Leporello tells Don Giovanni of his brush with danger, and Don Giovanni laughingly taunts him, saying that he took advantage of his disguise as Leporello by trying to seduce one of Leporello's girlfriends.",Don Giovanni and Leporello make jokes about Elvira.
1092,"Masetto hides, resolving to see for himself what Zerlina will do when Don Giovanni arrives.",Masetto doubts Zerlina loves him.
1092,Scene 2 - A dark courtyard,Scene 2. A nearby street.
1092,Scene 4 - Donna Anna's room,A room in Donna Anna's house.
1092,Scene 5 - Don Giovanni's ballroom,Scene 5. The ballroom in Don Giovanni's palace.
1092,Scene 5 - Don Giovanni's chambers,Scene 6. A room in Don Giovanni's palace.
1092,She leaves with Zerlina.,Elvira takes Zerlina away with her.
1092,The others are not fooled.,No one is fooled.
1092,"Three masked guests - the disguised Don Ottavio, Donna Anna, and Donna Elvira - enter the garden.","Anna, Ottavio, and Elvira come into the garden. Their faces are covered with masks."
1092,"Wanting to seduce Donna Elvira's maid, and believing that she will trust him better if he appears in lower-class clothes, Don Giovanni orders Leporello to exchange cloak and hat with him.",Don Giovanni wants to seduce Elvira's maid. He changes clothes with Leporello.
1092,"When Zerlina screams for help, Don Giovanni drags Leporello onstage from the room, accuses Leporello of assaulting Zerlina himself, and threatens to kill him.",She screams. Don Giovanni comes into the room. He tells everyone that Leporello attacked Zerlina.
1092,"Zerlina arrives and consoles the bruised and battered Masetto (""Vedrai carino"" - ""You'll see, dear one"").",Zerlina finds Masetto and comforts him.
1092,Zerlina goes to find Masetto and the others; Leporello escapes again before she returns.,"When Leporello is left alone, he escapes. Zerlina comes back with Elvira and Masetto."
1094,Augustus: First Emperor of Rome.,"Augustus (Gaius Julius Caesar Augustus, 23 September 63 BC - 19 August AD 14) was the first and one of the most important Roman Emperors."
1096,"Most of the other metals, where the first-mentioned tendency dominates, are nonmagnetic (e.g. sodium, aluminium, and magnesium) or antiferromagnetic (e.g. manganese).","Most other metals, such as aluminium, are not attracted to magnets."
1096,The quantity is called magnetic polarization.,This is called magnetic attraction.
1096,"When an external magnetic field is applied, these magnetic moments will tend to align themselves in the same direction as the applied field, thus reinforcing it.","When magnets are put near magnetic objects, the magnet and the object are pulled toward each other."
1097,"An adult salamander generally resembles a small lizard, having a basal tetrapod body form with a cylindrical trunk, four limbs, and a long tail.",Salamander is a lizard-like animal.
1097,Salamanders are opportunistic predators.,The salamander eats worms.
1098,"A botanist, plant scientist or phytologist is a scientist who specialises in this field. The term ""botany"" comes from the Ancient Greek word (botanē) meaning ""pasture"", ""grass"", or ""fodder""; is in turn derived from (boskein), ""to feed"" or ""to graze"".",A person that practice botany is called a botanist.
1098,"As a simple example, prior to the use of genetic evidence, fungi were thought either to be plants or to be more closely related to plants than animals.","Formerly, fungi and algae were believe to be plants, and were studied among them : this is why the botany is still styudiing these living beings nowadays (in fact, only the green algae are plants, while red algae, brown algae and fungi are belongs to others kinds of living beings)."
1098,"Botany, also called plant science (s), plant biology or phytology, is the science of plant life and a branch of biology.",Botany The botany is the study of plants.
1100,"Historically, they lived in Nebraska and Kansas.",They lived mainly in what is now Nebraska and Kansas.
1100,The tribe went on buffalo hunts in summer and winter.,They were hunters and farmers.
1101,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 Her intention was to form a repertory ballet company and school, leading her to collaborate with the English theatrical producer and theatre owner Lilian Baylis.",Founder of The Royal Ballet Ninette de Valois in 1974
1104,"Discontent spread rapidly through the country, and many looked to Elizabeth as a focus for their opposition to Mary's religious policies.","Because of the argument over religion, many people in the country preferred Elizabeth to Mary and wanted to make her queen."
1104,"Eleven days after Anne Boleyn's execution, Henry married Jane Seymour, who died shortly after the birth of their son, Edward, in 1537.",King Henry married Jane Seymour who had a baby son.
1104,"Henry VIII died in 1547 and Elizabeth's half-brother, Edward VI, became king at age nine.","In 1547, King Henry died. Elizabeth's younger half-brother, Edward, became King Edward VI of England."
1104,"Her older half-sister, Mary, had lost her position as a legitimate heir when Henry annulled his marriage to Mary's mother, Catherine of Aragon, to marry Anne, with the intent to sire a male heir and ensure the Tudor succession.","After Anne's death, the king said she should no longer be treated as his daughter. Her half-sister, Mary, daughter of Catherine of Aragon, the first wife of Henry, was in the same position."
1104,"Mary escaped from Loch Leven in 1568 but after another defeat fled across the border into England, where she had once been assured of support from Elizabeth.","In 1568, Mary escaped and fled to England, to ask for help from Elizabeth."
1104,"Mary, a devout Catholic, was determined to crush the Protestant faith in which Elizabeth had been educated, and she ordered that everyone attend Catholic Mass; Elizabeth had to outwardly conform.","Mary wanted everyone else in England to be Roman Catholic again, so she tried to make Elizabeth attend Roman Catholic services."
1104,"On 17 November 1558, Mary died and Elizabeth succeeded to the throne.","At Mary's death, Elizabeth became the Queen of England in 1558."
1104,"She was the second child of Henry VIII of England born in wedlock to survive infancy. Her mother was Henry's second wife, Anne Boleyn. At birth, Elizabeth was the heir presumptive to the throne of England.","Elizabeth was the daughter of King Henry VIII of England and his second wife, Anne Boleyn."
1107,"Social entrepreneurship typically attempts to further broad social, cultural, and environmental goals often associated with the voluntary sector in areas such as poverty alleviation, health care and community development.","Social entrepreneurship is the design and running of an enterprise whose aim is to positively change society by addressing social, environmental or cultural issues."
1109,"Before traffic lights, traffic police controlled the flow of traffic.",Traffic Lights are an alternative to the stop signs.
1109,The red signal prohibits any traffic from proceeding.,Traffic Light at red
1109,Turning signals and rules,When Turning left or right there might be a separate signal.
1109,Yellow means that the lock chamber is being emptied or filled to match the level of the approaching vessel.,Yellow Means Slow down.
1112,"Currently, about 1,000 species have been identified.",There are about 900 species.
1112,"Depending on the species, the body length of tarantulas ranges from , with leg spans of .","Depending on the species, the body length of tarantulas ranges from 2.5 to 10 centimetres (1 to 4 in), with leg spans of 8-30-centimetre (3-12 in)."
1112,Humans also consume tarantulas for food in their native ranges.,"Tarantulas eat insects and other spiders, capturing them by using the ambush method."
1112,Tarantulas comprise a group of large and often hairy spiders belonging to the family Theraphosidae.,Tarantula Tarantulas are very large and hairy spiders.
1114,"The wings are stiff and cambered, with thickened streamlined leading edges.",Its wings are white with a light orange beak.
1115,"Several writers have speculated that Antarctica is the site of Atlantis, while others have proposed Caribbean locations such as the alleged Cuban sunken city off the Guanahacabibes peninsula in Cuba, the Bahamas, and the Bermuda Triangle. Areas in the Pacific and Indian Oceans have also been proposed including Indonesia (i.e. ,"" have inspired some to draw parallels to Atlantis. Literary interpretations Ancient versions","Different people have thought that many places all over the world have been the place of the ""real Atlantis""."
1115,The only primary sources for Atlantis are Plato's dialogues Timaeus and Critias; all other mentions of the island are based on them.,The story of Atlantis first appears in the stories Timaeus and Critias by the GreekphilosopherPlato.
1116,"His father, Sergey Lvovich Pushkin, belonged to Pushkin noble families.",He was born into a noble family.
1118,"In other less formal contexts, an alcohol is often called with the name of the corresponding alkyl group followed by the word ""alcohol"", e.g., methyl alcohol, ethyl alcohol. Propyl alcohol may be n-propyl alcohol or isopropyl alcohol, depending on whether the hydroxyl group is bonded to the end or middle carbon on the straight propane chain. As described under systematic naming, if another group on the molecule takes priority, the alcohol moiety is often indicated using the ""hydroxy-"" prefix.","In chemistry, the term alcohol designates an entire family of molecules, including those of a specific group: the Hydroxyl group (OH)."
1118,"The meaning of alcohol was extended to distilled substances in general, and then narrowed to ethanol, when ""spirits"" was a synonym for hard liquor.","We sometimes say, for example, that whisky, is a very strong alcohol, to signify that it's a strongly alcoholic drink; the official term is spirits."
1118,"The term alcohol originally referred to the primary alcohol ethanol (ethyl alcohol), which is used as a drug and is the main alcohol present in alcoholic beverages.","Alcohol is a word generally used to describe Ethylene Alcohol or Ethanol, which is the product found in alcoholic drinks, in certain food recipes, and in laboratories."
1119,Co-written with his daughter Lucy.,"He has one daughter,her name is Lucy Hawking.they made a few books together."
1119,"Stephen William Hawking (8 January 1942 - 14 March 2018) was an English theoretical physicist, cosmologist, and author who was director of research at the Centre for Theoretical Cosmology at the University of Cambridge at the time of his death.",Stephen Hawking was an English scientist.
1120,"Corporate capitalism is a free or mixed-market economy characterized by the dominance of hierarchical, bureaucratic corporations.","Capitalism is an economic system where the means of production (factories, for example) are owned by corporations or individuals, not by a government or communities, and where people have to barter or work for money, so they can buy things they need or want, such as food."
1120,"Here, capital is defined essentially as economic or commercial asset value in search of additional value or surplus-value.",The word capital can be used to produce more things or money.
1120,"Most modern capitalist economies are defined as ""mixed economies"" to some degree. Others","In most countries in the world today the economy also has a degree of regulation, done by the government or by trade unions, so some argue that they should be called ""mixed economies"" instead of completely free markets."
1120,"The accumulation of capital is the process of ""making money"", or growing an initial sum of money through investment in production.","The word comes from ""capital"", meaning something of value."
1121,After mixing semolina flour with warm water the dough is kneaded mechanically until it becomes firm and dry.,"First, the semolina flour is mixed and kneaded with the water."
1121,"Fresh pasta is traditionally produced by hand, sometimes with the aid of simple machines.","Pasta is made of ground durumwheat, water and in some cases eggs."
1121,"Pasta has a lower glycemic index than many other staple foods in Western culture, like bread, potatoes, and rice.","Since pasta has a low glycemic index, it allows for healthy blood-sugar levels even if it is consumed in high amounts."
1121,Pasta is a staple food of Italian cuisine.,Pasta is a common type of food that is used in many cuisines today.
1121,The dough is then ready to be shaped into different types of pasta.,"Then, the pasta is shaped into the many different shapes recognised today by pushing the kneaded pasta through metal holes."
1121,"The pasta is set in a drying tank under specific conditions of heat, moisture, and time depending on the type of pasta.","Finally, the pasta is dried by heating it."
1121,The pasta is then dried at a high temperature.,This allowed the pasta to be preserved for a decent amount of time until it has to be cooked.
1123,Glass-bottom boats have been a popular way to see the complex.,Glass-bottom boats have been a popular way to see the 242-acre (98 ha) complex.
1124,"Battlegrounds is a player versus player shooter game in which up to one hundred players fight in a battle royale, a type of large-scale last man standing deathmatch where players fight to remain the last alive.","PUBG is a player vs. player action game where 100 players fight in Battle Royale, a large-scale Last Man Standing match is held, where players continue to fight to the end."
